CustomerID,Age,Gender,AnnualIncome,SpendingScore,MembershipTier,Region,PreferredCategory,LoyaltyPoints,RecentPurchase
2841,45,Male,71952.68,99,Gold,South,Home Decor,9559,No
2842,37,Male,59271.61,81,Silver,Central,Beauty,2865,No
2843,33,Male,31574.05,67,Diamond,South,Home Decor,7569,No
2844,41,Non-Binary,38359.22,33,Platinum,East,Home Decor,8641,Yes
2845,55,Female,131502.6,15,Gold,South,Home Decor,6732,Yes
2846,56,Male,101032.92,74,Gold,South,Sports,7349,No
2847,48,Female,99706.45,28,Silver,South,Home Decor,8475,No
2848,67,Male,65723.16,99,Platinum,South,Sports,3937,No
2849,36,Female,89096.77,49,Platinum,North,Home Decor,8728,Yes
2850,41,Female,33921.95,21,Gold,Central,Beauty,7566,Yes
2851,49,Non-Binary,33857.11,66,Platinum,South,Electronics,4551,Yes
2852,28,Non-Binary,53019.3,75,Gold,South,Toys,9966,Yes
2853,39,Non-Binary,91218.92,85,Silver,North,Beauty,7843,Yes
2854,36,Male,109299.29,75,Platinum,Central,Electronics,6037,No
2855,30,Female,89863.38,36,Gold,West,Sports,1710,No
2856,51,Non-Binary,53935.91,63,Gold,South,Beauty,7548,Yes
2857,37,Non-Binary,100120.14,46,Platinum,Central,Electronics,3121,Yes
2858,49,Male,26934.43,19,Platinum,South,Sports,6771,No
2859,51,Non-Binary,97785.16,70,Silver,West,Home Decor,6024,Yes
2860,68,Female,107170.25,33,Gold,East,Clothing,7719,No
2861,62,Non-Binary,27485.27,48,Silver,West,Sports,2551,Yes
2862,53,Female,149438.97,57,Gold,West,Toys,7723,Yes
2863,40,Female,74065.33,59,Gold,South,Clothing,7555,No
2864,46,Male,130118.16,26,Platinum,Central,Sports,8569,No
2865,42,Female,96656.49,37,Silver,West,Toys,3919,No
2866,50,Non-Binary,25973.84,51,Platinum,North,Beauty,8673,No
2867,35,Non-Binary,88439.53,57,Silver,East,Electronics,7541,Yes
2868,64,Female,45491.09,19,Silver,West,Home Decor,6894,Yes
2869,44,Non-Binary,81646.28,2,Platinum,North,Electronics,9613,No
2870,61,Female,100869.83,2,Gold,South,Home Decor,1706,No
2871,63,Male,113603.81,71,Platinum,East,Home Decor,8818,Yes
2872,33,Non-Binary,60634.15,33,Silver,North,Toys,7013,No
2873,50,Non-Binary,51283.64,34,Platinum,West,Beauty,7372,No
2874,39,Non-Binary,84862.45,37,Platinum,West,Home Decor,4310,Yes
2875,55,Non-Binary,76402.05,39,Diamond,Central,Clothing,5665,Yes
2876,59,Female,123423.95,31,Gold,North,Electronics,7909,Yes
2877,61,Female,54434.76,78,Gold,East,Home Decor,64,Yes
2878,45,Non-Binary,133996.93,91,Diamond,South,Beauty,394,Yes
2879,63,Female,105952.03,70,Platinum,East,Sports,6490,No
2880,19,Female,66140.14,85,Platinum,West,Beauty,4918,Yes
2881,19,Female,45987.83,39,Gold,West,Beauty,5323,No
2882,22,Non-Binary,108174.23,35,Diamond,West,Home Decor,7809,Yes
2883,43,Female,33230.24,58,Diamond,South,Clothing,2594,No
2884,47,Male,29408.88,10,Gold,Central,Toys,3886,Yes
2885,19,Male,40712.81,5,Gold,West,Clothing,4083,Yes
2886,69,Non-Binary,25660.36,26,Diamond,South,Home Decor,2160,Yes
2887,60,Female,57762.94,32,Diamond,South,Electronics,9796,No
2888,65,Female,56338.86,5,Diamond,South,Clothing,7441,Yes
2889,26,Non-Binary,72700.7,99,Diamond,North,Home Decor,5674,Yes
2890,58,Non-Binary,40380.33,89,Platinum,Central,Clothing,4853,Yes
2891,26,Non-Binary,99931.68,72,Platinum,South,Clothing,647,No
2892,30,Female,27402.99,30,Silver,Central,Clothing,9835,No
2893,69,Male,39799.25,78,Silver,South,Electronics,3777,Yes
2894,24,Non-Binary,83854.17,62,Silver,West,Toys,8137,No
2895,34,Female,21271.85,85,Silver,North,Toys,7828,No
2896,64,Female,38670.68,51,Silver,West,Electronics,1147,No
2897,24,Female,91954.41,30,Platinum,North,Electronics,5578,No
2898,19,Female,35187.98,58,Silver,Central,Sports,5257,No
2899,23,Male,127269.2,47,Gold,West,Toys,3117,No
2900,36,Male,119941.49,48,Diamond,East,Beauty,8277,Yes
2901,63,Female,58556.67,66,Diamond,South,Clothing,4421,No
2902,20,Female,27056.9,86,Platinum,South,Electronics,6838,Yes
2903,63,Non-Binary,35905.37,64,Gold,East,Toys,554,Yes
2904,35,Male,139974.12,27,Diamond,West,Toys,5556,Yes
2905,46,Non-Binary,37899.18,42,Diamond,Central,Sports,5051,No
2906,42,Male,134930.05,27,Platinum,South,Home Decor,9583,Yes
2907,32,Non-Binary,89874.24,48,Gold,East,Clothing,1723,Yes
2908,47,Male,50726.81,5,Silver,West,Clothing,1135,Yes
2909,65,Male,127178.92,1,Diamond,North,Toys,7587,Yes
2910,59,Non-Binary,114074.79,25,Diamond,West,Toys,3844,No
2911,63,Non-Binary,40118.9,73,Platinum,West,Sports,2413,No
2912,30,Non-Binary,26157.22,3,Gold,North,Clothing,2059,No
2913,25,Male,112572.32,76,Gold,North,Clothing,770,Yes
2914,56,Non-Binary,101756.64,87,Diamond,North,Toys,2097,No
2915,40,Female,61232.64,57,Silver,South,Sports,6717,Yes
2916,26,Female,67831.71,52,Gold,West,Clothing,6920,Yes
2917,62,Female,42186.13,10,Silver,North,Home Decor,7076,No
2918,46,Female,142424.0,53,Gold,Central,Beauty,6605,No
2919,59,Female,40899.78,21,Gold,East,Clothing,9278,Yes
2920,49,Male,59881.06,31,Platinum,North,Toys,2114,No
2921,31,Non-Binary,33749.86,21,Platinum,West,Sports,2639,No
2922,20,Male,50901.68,55,Gold,North,Toys,6671,Yes
2923,34,Male,24971.73,49,Silver,North,Electronics,6564,No
2924,47,Non-Binary,145075.56,54,Diamond,East,Toys,6423,No
2925,50,Non-Binary,46117.8,19,Diamond,North,Beauty,8279,No
2926,48,Female,27806.81,9,Silver,West,Clothing,950,Yes
2927,50,Female,86867.44,20,Gold,South,Electronics,3542,Yes
2928,61,Female,70568.41,7,Platinum,West,Sports,4428,No
2929,44,Female,88289.38,89,Silver,East,Clothing,9355,Yes
2930,31,Female,106860.1,27,Gold,Central,Electronics,589,Yes
2931,62,Male,88562.18,42,Silver,North,Toys,8875,Yes
2932,48,Non-Binary,43502.54,79,Silver,North,Electronics,9999,No
2933,34,Non-Binary,52598.29,17,Diamond,Central,Sports,6021,Yes
2934,70,Female,72616.98,81,Silver,South,Home Decor,6612,No
2935,28,Female,149158.64,6,Diamond,Central,Toys,3119,Yes
2936,50,Non-Binary,142223.97,15,Gold,Central,Toys,6891,Yes
2937,62,Female,80419.96,41,Gold,South,Toys,7217,Yes
2938,35,Female,94575.36,60,Platinum,Central,Electronics,4936,No
2939,45,Non-Binary,84423.04,99,Platinum,East,Home Decor,5585,No
2940,18,Non-Binary,49805.65,70,Platinum,South,Toys,7701,Yes
2941,29,Non-Binary,59269.13,62,Platinum,East,Home Decor,2953,No
2942,50,Male,133308.13,35,Platinum,West,Beauty,3687,Yes
2943,18,Female,114077.87,7,Gold,North,Electronics,3913,Yes
2944,56,Male,84756.26,91,Silver,Central,Clothing,1723,Yes
2945,64,Female,136413.46,71,Gold,West,Clothing,8599,No
2946,58,Male,73287.59,2,Diamond,East,Sports,4250,No
2947,29,Female,119732.79,15,Platinum,South,Clothing,7455,No
2948,60,Male,44527.41,65,Diamond,West,Clothing,6028,Yes
2949,48,Male,32733.14,44,Silver,East,Beauty,4700,Yes
2950,43,Male,99228.88,89,Diamond,West,Toys,779,No
2951,48,Non-Binary,22095.38,29,Gold,Central,Home Decor,3968,No
2952,53,Male,97438.31,10,Platinum,Central,Clothing,8776,Yes
2953,70,Male,67548.87,20,Silver,Central,Clothing,8412,No
2954,33,Male,86072.08,35,Gold,Central,Beauty,6660,No
2955,53,Non-Binary,94286.17,95,Gold,South,Beauty,2180,No
2956,66,Female,149275.88,52,Silver,East,Clothing,2570,No
2957,27,Male,79833.85,35,Platinum,North,Electronics,5918,Yes
2958,69,Male,67437.06,42,Gold,Central,Clothing,5204,No
2959,58,Female,102687.64,68,Silver,Central,Beauty,3753,No
2960,44,Non-Binary,95401.46,4,Gold,Central,Sports,5337,Yes
2961,64,Female,26923.68,6,Silver,East,Clothing,2940,No
2962,36,Non-Binary,27978.14,55,Silver,East,Toys,2738,No
2963,51,Non-Binary,72060.22,53,Diamond,East,Sports,8079,Yes
2964,30,Female,141070.07,58,Diamond,Central,Electronics,8413,Yes
2965,63,Male,100250.08,8,Platinum,Central,Home Decor,3098,Yes
2966,21,Non-Binary,88649.65,68,Diamond,South,Toys,4619,No
2967,64,Non-Binary,51844.02,3,Platinum,West,Sports,5916,No
2968,45,Male,38704.83,51,Gold,West,Electronics,8107,No
2969,21,Non-Binary,143398.69,96,Diamond,South,Sports,9892,Yes
2970,49,Male,47776.56,97,Diamond,Central,Sports,1456,No
2971,38,Non-Binary,121389.12,55,Gold,Central,Home Decor,9284,No
2972,51,Female,114284.93,14,Gold,West,Clothing,1438,No
2973,41,Non-Binary,97011.12,46,Platinum,North,Sports,2979,Yes
2974,49,Male,114968.82,49,Gold,Central,Beauty,392,No
2975,33,Female,119839.32,8,Diamond,East,Electronics,7073,Yes
2976,64,Non-Binary,143135.6,32,Silver,South,Toys,8511,Yes
2977,67,Female,112062.76,53,Platinum,West,Toys,1898,Yes
2978,37,Non-Binary,141537.91,76,Diamond,Central,Electronics,2731,No
2979,20,Male,137713.64,30,Platinum,West,Home Decor,8250,Yes
2980,68,Male,43588.14,44,Silver,North,Clothing,561,No
2981,32,Female,116131.38,46,Diamond,West,Electronics,7770,No
2982,60,Male,24625.5,46,Diamond,Central,Sports,2372,No
2983,29,Female,32082.7,97,Platinum,West,Toys,2647,No
2984,55,Female,100431.68,39,Diamond,West,Home Decor,3341,No
2985,67,Male,26289.64,69,Platinum,South,Toys,2010,Yes
2986,36,Non-Binary,35519.32,59,Silver,South,Toys,7628,Yes
2987,28,Non-Binary,89822.92,50,Platinum,West,Clothing,7081,Yes
2988,53,Female,145162.09,17,Platinum,South,Electronics,8681,No
2989,55,Non-Binary,121262.63,44,Platinum,West,Sports,9550,No
2990,37,Non-Binary,47851.79,73,Diamond,West,Clothing,9223,No
2991,23,Female,81845.1,49,Gold,West,Home Decor,275,Yes
2992,58,Male,61080.97,65,Silver,North,Beauty,6768,No
2993,25,Non-Binary,147481.7,32,Diamond,East,Beauty,6363,Yes
2994,30,Female,132457.36,71,Diamond,West,Sports,6276,Yes
2995,28,Non-Binary,82522.76,80,Diamond,North,Electronics,2191,Yes
2996,57,Female,140067.18,95,Gold,North,Home Decor,2796,Yes
2997,23,Male,44119.41,87,Platinum,North,Toys,6920,No
2998,56,Female,125129.36,25,Diamond,West,Sports,4956,No
2999,47,Non-Binary,58646.98,6,Platinum,West,Sports,4503,No
3000,68,Non-Binary,117287.98,75,Gold,East,Sports,4369,No
3001,52,Non-Binary,142520.41,71,Silver,Central,Beauty,2840,Yes
3002,48,Non-Binary,75333.83,99,Gold,South,Toys,1559,No
3003,31,Non-Binary,47905.79,58,Platinum,West,Sports,3967,No
3004,25,Non-Binary,34233.86,69,Diamond,East,Beauty,5349,No
3005,59,Non-Binary,28523.01,85,Gold,North,Electronics,7105,Yes
3006,37,Male,51011.82,50,Silver,North,Toys,7436,No
3007,65,Female,43600.18,6,Diamond,East,Toys,6116,Yes
3008,49,Non-Binary,31645.57,93,Diamond,South,Clothing,2946,No
3009,44,Female,131837.66,38,Gold,South,Electronics,9337,Yes
3010,34,Non-Binary,71541.78,94,Gold,South,Toys,6245,Yes
3011,22,Male,50139.94,100,Gold,North,Electronics,7430,Yes
3012,68,Non-Binary,132313.78,99,Silver,East,Electronics,2028,No
3013,18,Male,80254.94,5,Platinum,West,Clothing,5061,No
3014,34,Male,32749.27,36,Platinum,North,Sports,4912,No
3015,49,Male,149202.09,5,Diamond,West,Home Decor,510,No
3016,53,Female,54885.39,3,Silver,East,Electronics,3006,No
3017,68,Non-Binary,56053.81,69,Diamond,North,Toys,2377,Yes
3018,40,Female,143011.12,85,Gold,North,Electronics,1042,Yes
3019,60,Non-Binary,58667.4,93,Diamond,North,Toys,2703,No
3020,70,Non-Binary,65889.58,86,Gold,Central,Beauty,4417,No
3021,18,Female,52422.37,13,Platinum,North,Clothing,2978,No
3022,69,Male,133387.52,60,Platinum,West,Home Decor,9831,No
3023,50,Male,87576.94,69,Silver,South,Toys,1039,Yes
3024,30,Male,47904.11,89,Diamond,North,Sports,1943,No
3025,56,Female,32154.29,52,Diamond,North,Home Decor,4442,No
3026,49,Male,45869.67,39,Diamond,North,Toys,5387,Yes
3027,70,Male,33877.73,3,Diamond,South,Toys,7659,Yes
3028,68,Male,131829.96,30,Platinum,East,Sports,8941,No
3029,40,Female,94977.02,87,Platinum,West,Home Decor,4467,Yes
3030,36,Female,122166.27,54,Gold,West,Home Decor,7737,Yes
3031,40,Male,149154.14,40,Gold,North,Sports,3002,Yes
3032,25,Non-Binary,128439.84,85,Silver,South,Electronics,8205,No
3033,19,Non-Binary,131756.42,34,Platinum,Central,Toys,5835,Yes
3034,39,Female,114012.2,96,Silver,South,Beauty,4995,Yes
3035,22,Male,105646.34,6,Diamond,West,Toys,5858,Yes
3036,29,Male,27951.52,49,Diamond,East,Clothing,8551,No
3037,42,Male,44855.76,42,Gold,East,Electronics,2894,Yes
3038,50,Male,50905.12,82,Silver,South,Sports,8967,Yes
3039,35,Non-Binary,85477.36,7,Gold,West,Toys,2798,Yes
3040,70,Female,137688.99,41,Platinum,South,Toys,8044,Yes
3041,46,Non-Binary,25387.87,89,Gold,South,Electronics,7537,Yes
3042,51,Male,104451.75,50,Silver,West,Clothing,644,Yes
3043,45,Female,48634.79,17,Silver,North,Toys,6648,No
3044,59,Female,96433.22,44,Gold,North,Clothing,1313,No
3045,37,Non-Binary,102147.27,64,Silver,South,Clothing,6556,Yes
3046,57,Non-Binary,99561.28,58,Platinum,South,Beauty,2280,Yes
3047,64,Non-Binary,147657.75,92,Gold,East,Home Decor,88,Yes
3048,54,Female,59066.92,70,Gold,North,Electronics,2481,No
3049,49,Female,88670.9,36,Diamond,West,Clothing,5738,Yes
3050,48,Non-Binary,132288.83,96,Platinum,Central,Toys,1334,Yes
3051,56,Non-Binary,100692.23,59,Diamond,South,Beauty,3194,Yes
3052,68,Male,59264.9,100,Gold,East,Toys,8172,No
3053,28,Male,105226.33,90,Gold,West,Beauty,3391,Yes
3054,28,Non-Binary,147248.88,46,Platinum,East,Beauty,7283,Yes
3055,45,Female,58275.33,89,Gold,North,Clothing,4428,Yes
3056,29,Male,106303.62,37,Gold,South,Sports,5847,Yes
3057,62,Non-Binary,37277.7,67,Silver,South,Electronics,599,No
3058,28,Non-Binary,34550.9,76,Gold,East,Home Decor,2593,Yes
3059,48,Female,87527.5,79,Diamond,West,Electronics,9715,No
3060,37,Male,55174.67,16,Platinum,West,Beauty,1764,Yes
3061,57,Female,56873.33,70,Diamond,North,Clothing,4423,No
3062,37,Male,46545.65,45,Silver,Central,Electronics,1582,Yes
3063,53,Male,69835.43,40,Platinum,Central,Electronics,6850,No
3064,41,Female,45981.75,77,Gold,West,Home Decor,3096,No
3065,53,Male,56260.33,74,Diamond,Central,Home Decor,8894,Yes
3066,50,Female,44339.45,78,Diamond,East,Home Decor,3073,No
3067,23,Female,37994.91,55,Gold,South,Sports,8257,No
3068,20,Non-Binary,102320.63,61,Diamond,South,Electronics,528,No
3069,47,Non-Binary,22121.02,1,Diamond,Central,Sports,8486,Yes
3070,62,Non-Binary,115928.82,79,Gold,West,Electronics,9323,No
3071,69,Female,143235.82,34,Platinum,North,Toys,6506,No
3072,47,Non-Binary,53726.05,48,Gold,West,Beauty,1887,Yes
3073,60,Non-Binary,136395.14,70,Gold,West,Toys,7083,Yes
3074,51,Non-Binary,56336.68,9,Gold,South,Clothing,1959,No
3075,44,Male,89578.02,8,Diamond,Central,Beauty,1912,Yes
3076,35,Male,103631.49,54,Platinum,North,Electronics,1868,No
3077,31,Non-Binary,149492.05,54,Platinum,West,Home Decor,4476,No
3078,41,Non-Binary,102777.26,52,Diamond,West,Toys,3774,No
3079,41,Male,53275.91,4,Gold,West,Electronics,5981,No
3080,34,Female,98467.55,51,Gold,Central,Beauty,3518,Yes
3081,65,Female,126140.53,14,Platinum,North,Beauty,2585,No
3082,41,Non-Binary,70399.54,44,Diamond,East,Home Decor,7143,Yes
3083,31,Female,108482.66,23,Silver,Central,Sports,8878,Yes
3084,34,Male,39414.32,48,Platinum,West,Beauty,940,No
3085,18,Female,70494.02,39,Gold,South,Clothing,3137,Yes
3086,36,Female,20262.39,7,Gold,Central,Sports,3978,Yes
3087,67,Female,55981.94,82,Diamond,West,Electronics,7785,Yes
3088,18,Female,115317.68,27,Gold,West,Sports,9195,Yes
3089,26,Male,82188.96,69,Gold,North,Electronics,5269,Yes
3090,33,Male,139225.37,24,Gold,West,Home Decor,1276,Yes
3091,69,Male,70968.86,5,Platinum,West,Clothing,5261,Yes
3092,39,Male,85517.87,72,Platinum,West,Clothing,7238,Yes
3093,48,Female,113639.21,8,Platinum,East,Sports,4688,No
3094,50,Male,138393.94,90,Silver,East,Home Decor,2400,Yes
3095,43,Female,93491.02,44,Diamond,Central,Electronics,3724,No
3096,54,Female,108863.43,75,Platinum,East,Sports,6862,Yes
3097,27,Non-Binary,84344.08,13,Diamond,Central,Toys,6325,Yes
3098,54,Female,50194.31,45,Gold,North,Sports,6432,Yes
3099,63,Female,95808.23,87,Silver,South,Beauty,2861,Yes
3100,67,Male,89385.27,53,Diamond,South,Home Decor,1288,No
3101,36,Female,85336.49,88,Gold,West,Toys,7904,No
3102,19,Male,134400.0,67,Gold,East,Electronics,2546,No
3103,24,Female,106508.13,100,Silver,West,Home Decor,102,Yes
3104,53,Non-Binary,140490.46,3,Silver,Central,Beauty,2609,No
3105,37,Male,129133.63,12,Platinum,East,Sports,679,Yes
3106,33,Non-Binary,72891.53,13,Gold,West,Sports,8106,No
3107,33,Male,128818.32,38,Platinum,North,Electronics,404,Yes
3108,41,Male,118558.67,8,Diamond,North,Toys,6021,Yes
3109,56,Female,67633.39,51,Gold,North,Home Decor,9107,Yes
3110,20,Male,36343.81,31,Silver,East,Sports,9728,No
3111,55,Female,125816.67,47,Gold,Central,Toys,8606,No
3112,21,Male,132039.49,64,Platinum,South,Clothing,801,Yes
3113,31,Non-Binary,132749.86,6,Silver,North,Clothing,3618,No
3114,27,Female,124553.27,56,Silver,Central,Clothing,3318,Yes
3115,43,Non-Binary,147149.21,79,Gold,Central,Sports,8214,No
3116,70,Female,71387.72,17,Diamond,East,Toys,6763,No
3117,34,Female,103759.05,51,Platinum,North,Home Decor,4280,Yes
3118,70,Non-Binary,75212.42,76,Gold,North,Toys,8252,No
3119,27,Non-Binary,36860.0,64,Gold,East,Toys,6761,No
3120,29,Female,122965.07,2,Platinum,West,Toys,7680,Yes
3121,41,Female,35714.3,7,Diamond,South,Beauty,6296,No
3122,52,Male,56292.03,26,Diamond,Central,Sports,8592,Yes
3123,43,Female,89569.81,79,Gold,North,Home Decor,8752,Yes
3124,54,Female,48217.35,61,Platinum,East,Beauty,8888,No
3125,46,Non-Binary,121340.7,97,Diamond,West,Beauty,2985,Yes
3126,59,Female,135525.41,86,Silver,West,Toys,7261,Yes
3127,32,Female,44176.49,30,Diamond,Central,Clothing,5182,No
3128,63,Female,114334.02,41,Diamond,Central,Electronics,9488,Yes
3129,45,Female,139925.5,90,Diamond,Central,Electronics,8468,No
3130,68,Non-Binary,127245.51,62,Platinum,Central,Toys,7642,Yes
3131,42,Non-Binary,69049.67,59,Gold,West,Electronics,5319,Yes
3132,23,Male,71633.43,89,Gold,West,Sports,8079,No
3133,42,Non-Binary,101557.53,42,Diamond,West,Electronics,900,Yes
3134,70,Non-Binary,122789.53,51,Platinum,Central,Beauty,5932,No
3135,21,Non-Binary,147353.2,62,Silver,South,Clothing,9027,Yes
3136,64,Non-Binary,102717.94,7,Platinum,Central,Toys,7534,No
3137,42,Female,33687.12,45,Gold,West,Home Decor,6221,No
3138,30,Female,27274.17,25,Platinum,North,Beauty,5784,No
3139,46,Female,82010.78,46,Diamond,Central,Electronics,2316,Yes
3140,46,Male,116727.14,78,Diamond,East,Beauty,3520,No
3141,55,Non-Binary,137102.03,91,Gold,West,Toys,7230,No
3142,51,Non-Binary,72065.19,7,Silver,South,Sports,4330,No
3143,28,Female,50518.82,14,Silver,South,Electronics,728,No
3144,23,Male,119338.41,79,Gold,East,Toys,1411,Yes
3145,67,Female,46581.19,54,Gold,South,Home Decor,324,No
3146,55,Non-Binary,99430.92,63,Diamond,North,Clothing,7624,No
3147,27,Non-Binary,132948.76,97,Platinum,North,Beauty,4985,Yes
3148,54,Non-Binary,57029.7,80,Gold,East,Beauty,4410,Yes
3149,41,Male,21226.18,33,Gold,North,Toys,6460,No
3150,26,Non-Binary,31721.39,31,Diamond,East,Beauty,7760,Yes
3151,31,Male,79776.35,35,Gold,Central,Sports,2066,No
3152,65,Male,83237.01,88,Diamond,South,Electronics,60,Yes
3153,49,Female,82580.77,48,Silver,North,Toys,5098,No
3154,45,Female,59672.62,52,Platinum,South,Clothing,2450,No
3155,60,Non-Binary,139198.51,50,Platinum,West,Sports,1789,Yes
3156,63,Male,57973.48,24,Silver,East,Toys,1554,No
3157,41,Male,123492.14,92,Silver,South,Clothing,9288,Yes
3158,34,Non-Binary,35908.85,70,Diamond,East,Sports,7277,Yes
3159,57,Male,75917.65,59,Platinum,South,Beauty,5366,No
3160,37,Male,39497.02,88,Diamond,East,Toys,2923,No
3161,48,Female,136432.51,5,Platinum,West,Beauty,4661,No
3162,21,Female,43553.42,26,Platinum,Central,Sports,3599,No
3163,52,Female,28399.52,21,Platinum,South,Sports,1150,Yes
3164,56,Non-Binary,111741.22,49,Diamond,East,Home Decor,7795,No
3165,21,Male,55518.27,85,Gold,South,Electronics,1821,Yes
3166,33,Non-Binary,92703.75,5,Diamond,North,Toys,5745,Yes
3167,38,Male,99682.29,59,Gold,North,Toys,2353,No
3168,46,Male,53850.74,5,Silver,Central,Toys,1426,Yes
3169,48,Male,56943.69,84,Platinum,West,Clothing,1462,Yes
3170,28,Female,126037.49,48,Platinum,South,Sports,3239,No
3171,25,Female,28970.06,44,Diamond,East,Toys,5592,Yes
3172,19,Male,84486.68,51,Gold,North,Sports,4814,No
3173,50,Male,115117.05,46,Platinum,West,Clothing,3253,Yes
3174,45,Non-Binary,108557.0,29,Gold,South,Sports,4852,Yes
3175,22,Female,47404.24,38,Platinum,South,Home Decor,7258,No
3176,43,Non-Binary,136866.38,59,Platinum,Central,Toys,8710,Yes
3177,64,Non-Binary,82367.52,33,Platinum,West,Toys,7311,No
3178,27,Male,31973.2,44,Platinum,South,Sports,5265,No
3179,25,Non-Binary,140402.54,3,Gold,West,Sports,1559,Yes
3180,27,Female,37864.02,88,Silver,South,Clothing,3689,No
3181,20,Non-Binary,68457.06,42,Silver,South,Beauty,1494,No
3182,54,Non-Binary,22400.4,42,Platinum,South,Sports,2760,No
3183,60,Female,131887.25,48,Diamond,South,Home Decor,7607,No
3184,20,Male,27897.38,82,Diamond,North,Beauty,693,Yes
3185,46,Non-Binary,22352.44,56,Gold,South,Electronics,6185,Yes
3186,18,Non-Binary,139521.63,13,Diamond,South,Toys,6161,Yes
3187,44,Male,41049.8,75,Silver,South,Beauty,7289,Yes
3188,60,Male,135548.61,15,Platinum,South,Sports,3684,No
3189,18,Male,147793.62,99,Diamond,South,Beauty,7945,No
3190,31,Non-Binary,83898.23,8,Diamond,South,Sports,930,Yes
3191,32,Male,135146.52,57,Platinum,Central,Sports,1167,Yes
3192,18,Male,85378.45,22,Diamond,East,Sports,8786,Yes
3193,29,Non-Binary,45516.04,96,Platinum,North,Sports,8389,Yes
3194,18,Female,90843.49,5,Diamond,South,Toys,7049,No
3195,44,Male,79430.25,40,Gold,South,Beauty,2326,No
3196,55,Female,54163.33,14,Gold,West,Home Decor,113,Yes
3197,60,Non-Binary,89908.38,16,Platinum,North,Clothing,8508,No
3198,33,Male,36322.27,77,Platinum,West,Toys,5938,No
3199,46,Female,22355.03,25,Diamond,Central,Home Decor,7252,Yes
3200,47,Female,129851.88,50,Silver,North,Home Decor,5864,No
3201,44,Female,146007.68,41,Silver,North,Beauty,8668,Yes
3202,51,Male,37971.28,16,Silver,Central,Toys,1964,Yes
3203,42,Female,27836.19,79,Gold,East,Toys,9510,No
3204,60,Female,65803.6,29,Gold,West,Clothing,7851,Yes
3205,58,Male,134315.66,73,Silver,West,Clothing,70,Yes
3206,63,Female,106337.3,7,Gold,North,Clothing,9642,Yes
3207,41,Non-Binary,78633.24,86,Diamond,East,Home Decor,3838,Yes
3208,35,Female,31132.43,73,Diamond,East,Beauty,6008,No
3209,49,Non-Binary,111112.96,45,Platinum,West,Clothing,9644,Yes
3210,20,Male,65016.54,30,Silver,West,Home Decor,8331,Yes
3211,39,Non-Binary,114870.82,42,Platinum,South,Clothing,4773,No
3212,62,Male,126993.57,72,Diamond,North,Clothing,8645,Yes
3213,23,Female,97467.25,1,Diamond,South,Sports,241,Yes
3214,25,Male,149617.33,25,Gold,West,Home Decor,6069,No
3215,70,Male,30201.27,55,Platinum,West,Beauty,8739,Yes
3216,53,Male,23197.2,34,Gold,West,Home Decor,4862,Yes
3217,58,Male,40707.32,12,Diamond,West,Sports,9936,No
3218,66,Female,101566.07,65,Silver,West,Electronics,3279,Yes
3219,43,Male,22686.47,55,Platinum,Central,Home Decor,8113,No
3220,52,Non-Binary,146078.19,72,Diamond,North,Sports,7870,No
3221,32,Non-Binary,96258.91,61,Platinum,West,Home Decor,2928,No
3222,23,Male,73843.29,18,Silver,Central,Clothing,7772,No
3223,22,Female,133943.9,34,Silver,South,Home Decor,4911,Yes
3224,70,Male,81680.32,47,Silver,East,Beauty,7980,No
3225,47,Non-Binary,90595.09,94,Gold,South,Electronics,7918,No
3226,22,Non-Binary,131199.64,88,Platinum,North,Clothing,9703,Yes
3227,57,Male,82171.24,9,Gold,North,Sports,881,Yes
3228,55,Male,129747.74,87,Diamond,West,Toys,9182,Yes
3229,28,Female,51086.81,26,Diamond,South,Home Decor,8088,Yes
3230,24,Non-Binary,38866.58,13,Gold,West,Clothing,6562,Yes
3231,40,Male,25439.3,13,Platinum,North,Sports,5144,Yes
3232,60,Female,30460.04,71,Silver,South,Beauty,8050,No
3233,29,Non-Binary,133316.19,40,Diamond,West,Sports,9194,No
3234,48,Male,58679.44,98,Gold,Central,Beauty,4429,Yes
3235,18,Female,124514.58,74,Silver,South,Beauty,264,No
3236,31,Female,42630.39,27,Platinum,East,Clothing,5201,No
3237,35,Non-Binary,106700.2,43,Silver,Central,Electronics,2312,Yes
3238,21,Female,67648.53,14,Platinum,East,Sports,520,No
3239,35,Non-Binary,52420.14,48,Silver,East,Beauty,9956,Yes
3240,61,Non-Binary,20233.59,89,Platinum,West,Toys,1256,Yes
3241,32,Female,41623.47,61,Diamond,East,Clothing,1914,No
3242,41,Female,113394.43,37,Diamond,East,Electronics,6045,No
3243,70,Non-Binary,90814.13,59,Gold,North,Beauty,1097,No
3244,31,Female,143057.72,7,Gold,South,Toys,4643,Yes
3245,20,Non-Binary,57445.81,31,Gold,East,Beauty,498,Yes
3246,70,Female,71190.15,29,Platinum,Central,Toys,6197,No
3247,49,Female,142130.53,80,Diamond,Central,Sports,2384,No
3248,30,Non-Binary,103287.33,55,Platinum,South,Sports,604,No
3249,43,Non-Binary,106439.39,76,Diamond,Central,Beauty,612,No
3250,41,Male,66510.22,16,Diamond,East,Beauty,545,No
3251,28,Male,40186.82,63,Gold,West,Home Decor,336,Yes
3252,39,Non-Binary,72763.09,90,Platinum,North,Electronics,9787,No
